"Customer_ID","Age","Occupation","Annual_Income","Num_Bank_Accounts","Interest_Rate","Num_of_Loan","Delay_from_due_date","Num_of_Delayed_Payment","Changed_Credit_Limit","Num_Credit_Inquiries","Credit_Mix","Outstanding_Debt","Credit_Utilization_Ratio","Credit_History_Age","Payment_of_Min_Amount","Total_EMI_per_month","Amount_invested_monthly","Payment_Behaviour","Monthly_Balance","Credit_Score"
"CUS_0x284a",34,"Lawyer",131313.4,0,8,2,0,3,9.34,4,"Good",352.16,31.8031344950923,369,"No",911.220179345937,188.064321099738,"High_spent_Large_value_payments",1038.56940683217,"Good"
"CUS_0x284a",34,"Lawyer",131313.4,0,8,2,0,2,8.34,4,"Good",352.16,42.6457848993063,370,"No",653.361654697766,337.434956317383,"High_spent_Medium_value_payments",899.198771614528,"Good"
"CUS_0x284a",34,"Lawyer",131313.4,0,8,2,0,4,9.34,4,"Good",352.16,40.9025171504516,371,"No",653.361654697766,263.378908932055,"High_spent_Large_value_payments",963.254818999856,"Good"
"CUS_0x284a",34,"Lawyer",131313.4,0,8,2,0,3,11.34,4,"Good",352.16,41.9801696105494,372,"No",911.220179345937,86.5663880120753,"High_spent_Large_value_payments",1140.06733991984,"Standard"
"CUS_0x284a",34,"Lawyer",131313.4,0,8,2,0,2,9.34,4,"Good",352.16,26.9475651522399,373,"No",911.220179345937,930.391897779666,"High_spent_Large_value_payments",326.241830152245,"Good"
"CUS_0x284a",34,"Lawyer",131313.4,0,8,2,0,2,9.34,4,"Good",352.16,29.1879126541667,374,"No",911.220179345937,870.52238171816,"Low_spent_Medium_value_payments",396.111346213752,"Good"
"CUS_0x5407",30,"Media_Manager",34081.38,8,15,3,30,11,17.13,5,"Standard",1704.18,24.4480627462555,179,"Yes",70.4783326720726,162.441009196775,"Low_spent_Large_value_payments",298.192158131152,"Poor"
"CUS_0x5407",30,"Media_Manager",34081.38,8,15,3,30,14,17.13,5,"Standard",1704.18,35.171160021263,176,"Yes",70.4783326720726,38.4369827577036,"High_spent_Large_value_payments",392.196184570224,"Poor"
"CUS_0x5407",30,"Media_Manager",34081.38,8,15,3,31,14,17.13,5,"Standard",1704.18,35.1115524719659,177,"Yes",70.4783326720726,199.720765495498,"Low_spent_Large_value_payments",260.91240183243,"Poor"
"CUS_0x5407",30,"Media_Manager",34081.38,8,15,3,34,14,21.13,5,"Standard",1704.18,29.7621593063211,178,"Yes",70.4783326720726,220.552191929167,"Low_spent_Small_value_payments",260.08097539876,"Poor"
"CUS_0x5407",30,"Media_Manager",34081.38,8,15,3,27,14,17.13,5,"Standard",1704.18,30.2062142226109,179,"Yes",70.4783326720726,117.65618228822,"High_spent_Large_value_payments",397.22835473702,"Standard"
"CUS_0x5407",30,"Media_Manager",34081.38,8,15,3,30,14,18.13,5,"Standard",1704.18,31.1708723209611,180,"Yes",70.4783326720726,117.65618228822,"Low_spent_Large_value_payments",410.674366078287,"Standard"
"CUS_0x5407",30,"Media_Manager",34081.38,8,15,3,30,11,17.13,5,"Standard",1704.18,38.4385050840649,181,"Yes",70.4783326720726,55.4597806392589,"High_spent_Small_value_payments",395.173386688668,"Standard"
"CUS_0x5407",30,"Media_Manager",34081.38,8,15,3,30,14,17.13,9,"Standard",1704.18,33.823488344121,182,"Yes",70.4783326720726,29.3263637109145,"High_spent_Medium_value_payments",411.306803617013,"Poor"
"CUS_0x4157",23,"Doctor",114838.41,2,7,3,13,11,8.24,3,"Good",1377.74,33.6645542907727,256,"No",226.892791921543,215.193515945604,"High_spent_Small_value_payments",802.300442132853,"Good"
"CUS_0x4157",23,"Doctor",114838.41,2,7,3,14,8,8.74,3,"Good",1377.74,27.6263254867696,257,"No",226.892791921543,212.235602208478,"High_spent_Large_value_payments",785.258355869979,"Good"
"CUS_0x4157",23,"Doctor",114838.41,2,7,3,11,11,8.74,3,"Good",1377.74,35.1415673018604,258,"No",226.892791921543,470.385795679637,"High_spent_Small_value_payments",547.10816239882,"Good"
"CUS_0x4157",23,"Doctor",114838.41,2,7,3,11,14,8.24,8,"Good",1377.74,30.4590318418306,259,"No",226.892791921543,225.08204945419,"High_spent_Small_value_payments",772.411908624267,"Good"
"CUS_0x4157",23,"Doctor",114838.41,2,7,3,11,11,11.24,8,"Good",1377.74,29.819186633421,260,"No",226.892791921543,649.809364184164,"High_spent_Small_value_payments",367.684593894293,"Standard"
"CUS_0x4157",24,"Doctor",114838.41,2,7,3,13,14,8.24,8,"Good",1377.74,26.1142138689496,261,"No",226.892791921543,546.380570523069,"High_spent_Small_value_payments",491.113387555388,"Good"
"CUS_0x4157",24,"Doctor",114838.41,2,7,3,11,11,8.24,8,"Good",1377.74,31.7675156469711,262,"No",226.892791921543,215.468297738569,"High_spent_Medium_value_payments",792.025660339888,"Good"
"CUS_0x4157",24,"Doctor",114838.41,2,7,3,11,11,8.24,8,"Good",1377.74,27.8133536403753,263,"No",226.892791921543,254.571767248379,"High_spent_Large_value_payments",742.922190830078,"Standard"
"CUS_0xba08",44,"Journalist",31370.8,0,12,2,4,0,5.76,2,"Good",421.43,29.5193525571393,321,"No",46.6161290733421,154.352781097101,"High_spent_Small_value_payments",341.55442316289,"Good"
"CUS_0xba08",44,"Journalist",31370.8,1,12,2,2,0,-1.24,2,"Good",421.43,28.2204809569856,318,"No",46.6161290733421,298.744469311227,"Low_spent_Small_value_payments",227.162734948765,"Good"
"CUS_0xba08",44,"Journalist",31370.8,1,12,2,2,0,1.76,5,"Good",421.43,31.0464179051199,319,"No",46.6161290733421,140.820695981837,"Low_spent_Medium_value_payments",375.086508278154,"Good"
"CUS_0xba08",44,"Journalist",31370.8,1,12,2,1,0,5.76,5,"Good",421.43,30.1680304036694,320,"No",46.6161290733421,233.605526423343,"Low_spent_Small_value_payments",292.301677836648,"Good"
"CUS_0xba08",44,"Journalist",31370.8,1,12,2,1,0,5.76,5,"Good",421.43,25.1892317318333,321,"No",46.6161290733421,184.700571620577,"Low_spent_Small_value_payments",341.206632639414,"Good"
"CUS_0xba08",44,"Journalist",31370.8,1,12,2,1,0,5.76,5,"Good",421.43,25.5024685502457,321,"No",46.6161290733421,137.717424895126,"Low_spent_Medium_value_payments",378.189779364865,"Good"
"CUS_0xba08",45,"Journalist",31370.8,1,12,2,2,2,5.76,5,"Good",421.43,22.7622021727326,323,"No",46.6161290733421,188.394900490169,"Low_spent_Small_value_payments",337.512303769822,"Good"
"CUS_0xba08",45,"Journalist",31370.8,1,12,2,2,2,5.76,5,"Good",421.43,37.56505276772,324,"No",46.6161290733421,252.644827196889,"Low_spent_Small_value_payments",273.262377063102,"Good"
"CUS_0xa66b",40,"Teacher",33751.27,5,20,3,16,20,11,4,"Standard",1328.93,37.0890756454399,230,"Yes",65.0081742865154,117.306697106586,"High_spent_Medium_value_payments",362.545711940232,"Standard"
"CUS_0xa66b",40,"Teacher",33751.27,5,20,3,16,20,11,4,"Standard",1328.93,30.9080806334676,231,"Yes",65.0081742865154,70.1310779208798,"High_spent_Large_value_payments",399.721331125938,"Standard"
"CUS_0xa66b",40,"Teacher",33751.27,5,20,3,16,20,11,8,"Standard",1328.93,38.0307216803932,232,"Yes",65.0081742865154,270.182582221515,"Low_spent_Large_value_payments",229.669826825303,"Standard"
"CUS_0xa66b",40,"Teacher",33751.27,5,20,3,17,22,11,8,"Standard",1328.93,23.4044127769876,233,"Yes",65.0081742865154,25.1925619103147,"High_spent_Large_value_payments",444.659847136503,"Standard"
"CUS_0xa66b",40,"Teacher",33751.27,5,20,3,16,20,8,8,"Standard",1328.93,29.0737581822457,234,"Yes",65.0081742865154,243.329684795306,"Low_spent_Small_value_payments",276.522724251512,"Standard"
"CUS_0xa66b",40,"Teacher",33751.27,5,20,3,16,20,11,8,"Standard",1328.93,32.7826367265352,235,"Yes",65.0081742865154,72.8600818128946,"High_spent_Medium_value_payments",406.992327233923,"Standard"
"CUS_0xa66b",40,"Teacher",33751.27,5,20,3,16,20,11,8,"Standard",1328.93,35.5840050498084,236,"Yes",65.0081742865154,35.4271695416837,"High_spent_Large_value_payments",444.425239505134,"Standard"
"CUS_0xa66b",41,"Teacher",33751.27,5,20,3,16,17,11,8,"Standard",1328.93,31.1394835849363,233,"Yes",65.0081742865154,25.9696119147785,"High_spent_Large_value_payments",443.882797132039,"Standard"
"CUS_0xc0ab",32,"Engineer",88640.24,3,1,2,4,0,3.51,3,"Good",950.36,28.2106172114446,305,"No",135.173370971718,98.9317640206701,"High_spent_Large_value_payments",732.563531674279,"Standard"
"CUS_0xc0ab",33,"Engineer",88640.24,3,1,2,4,2,3.51,3,"Good",950.36,41.0361682823506,306,"No",135.173370971718,157.174788304235,"High_spent_Large_value_payments",674.320507390714,"Good"
"CUS_0xc0ab",33,"Engineer",88640.24,3,1,2,4,0,3.51,3,"Good",950.36,34.6701943792277,307,"No",135.173370971718,298.18891146248,"High_spent_Medium_value_payments",543.306384232469,"Standard"
"CUS_0xc0ab",33,"Engineer",88640.24,3,1,2,4,2,3.51,3,"Good",950.36,31.8285355748466,308,"No",135.173370971718,254.65101080292,"Low_spent_Small_value_payments",86.6361198290163,"Standard"
"CUS_0xc0ab",33,"Engineer",88640.24,3,1,2,4,2,3.51,3,"Good",950.36,34.7028369279471,309,"No",135.173370971718,279.618622077724,"High_spent_Medium_value_payments",561.876673617225,"Good"
"CUS_0xc0ab",33,"Engineer",88640.24,3,1,2,4,0,3.51,3,"Good",950.36,38.3236389543698,310,"No",135.173370971718,686.126216595184,"Low_spent_Small_value_payments",195.369079099766,"Good"
"CUS_0xc0ab",33,"Engineer",88640.24,3,1,2,4,2,3.51,3,"Good",950.36,25.9791728039615,311,"No",135.173370971718,164.074821877911,"High_spent_Large_value_payments",667.420473817039,"Good"
"CUS_0xc0ab",33,"Engineer",88640.24,3,1,2,4,1,3.51,3,"Good",950.36,30.8707991107954,312,"No",135.173370971718,98.4419512822379,"High_spent_Large_value_payments",733.053344412711,"Good"
"CUS_0x3e45",35,"Entrepreneur",54392.16,6,14,3,10,8,5.54,3,"Standard",179.22,25.6492460672434,322,"Yes",124.39208242092,243.735437392094,"Low_spent_Large_value_payments",378.540480186985,"Standard"
"CUS_0x3e45",35,"Entrepreneur",54392.16,6,14,3,10,10,4.54,3,"Standard",179.22,29.4087752761225,323,"Yes",124.39208242092,142.751864119427,"High_spent_Medium_value_payments",459.524053459653,"Standard"
"CUS_0x3e45",35,"Entrepreneur",54392.16,6,14,3,15,11,5.54,3,"Standard",179.22,31.2589284691292,324,"Yes",124.39208242092,33.3495685893445,"High_spent_Large_value_payments",558.926348989735,"Standard"
"CUS_0x3e45",35,"Entrepreneur",54392.16,6,14,3,10,7,0.54,3,"Standard",179.22,27.192587405326,325,"Yes",124.39208242092,494.842227705666,"Low_spent_Small_value_payments",147.433689873413,"Standard"
"CUS_0x3e45",35,"Entrepreneur",54392.16,6,14,3,10,8,11.54,3,"Standard",179.22,34.5953244561201,326,"Yes",124.39208242092,233.118445415227,"Low_spent_Small_value_payments",409.157472163852,"Standard"
"CUS_0x3e45",35,"Entrepreneur",54392.16,6,14,3,10,8,5.54,3,"Standard",179.22,23.1950254047926,327,"Yes",124.39208242092,635.146560505418,"Low_spent_Small_value_payments",7.12935707366194,"Standard"
"CUS_0x3e45",36,"Entrepreneur",54392.16,6,14,3,10,8,5.54,7,"Standard",179.22,35.1125319912978,328,"Yes",124.39208242092,158.112403467214,"Low_spent_Large_value_payments",464.163514111866,"Standard"
"CUS_0x3e45",36,"Entrepreneur",54392.16,6,14,3,10,8,5.54,7,"Standard",179.22,32.8788050668308,329,"Yes",124.39208242092,495.117897882116,"Low_spent_Small_value_payments",147.158019696964,"Standard"
"CUS_0x6c66",39,"Manager",8701.545,6,32,7,23,9,8.86,6,"Standard",2602.69,24.5231638539182,107,"Yes",36.5481971713872,13.0662099194443,"Low_spent_Large_value_payments",272.298467909168,"Poor"
"CUS_0x6c66",39,"Manager",8701.545,6,32,7,23,9,8.86,6,"Standard",2602.69,39.9025175970918,108,"Yes",36.5481971713872,34.715163935651,"Low_spent_Large_value_payments",250.649513892962,"Poor"
"CUS_0x6c66",39,"Manager",8701.545,6,32,7,23,8,8.86,6,"Standard",2602.69,36.4759138632728,109,"Yes",36.5481971713872,45.6509755447516,"Low_spent_Large_value_payments",239.713702283861,"Poor"
"CUS_0x6c66",39,"Manager",8701.545,6,32,7,22,7,8.86,6,"Standard",2602.69,32.0974922786535,110,"Yes",36.5481971713872,20.3901838769571,"Low_spent_Small_value_payments",284.974493951656,"Poor"
"CUS_0x6c66",39,"Manager",8701.545,6,32,7,22,9,8.86,6,"Standard",2602.69,37.1693744918164,111,"Yes",36.5481971713872,50.4869521987123,"Low_spent_Small_value_payments",254.877725629901,"Poor"
"CUS_0x6c66",39,"Manager",8701.545,6,32,7,23,6,8.86,6,"Standard",2602.69,28.5700314079964,112,"Yes",36.5481971713872,52.9316134071341,"Low_spent_Medium_value_payments",242.433064421479,"Poor"
"CUS_0x6c66",39,"Manager",8701.545,6,32,7,21,9,8.86,9,"Standard",2602.69,38.4654154054341,110,"Yes",36.5481971713872,30.4718062992719,"Low_spent_Medium_value_payments",264.892871529341,"Poor"
"CUS_0x6c66",39,"Manager",8701.545,6,32,7,23,9,8.86,9,"Standard",2602.69,28.8155370590106,114,"Yes",36.5481971713872,35.3875578831318,"Low_spent_Small_value_payments",264.772051131651,"Poor"
"CUS_0xff4",36,"Entrepreneur",25546.26,8,14,5,16,14,7.83,5,"Standard",758.44,37.418209168836,218,"Yes",101.328637363851,53.1045991126121,"High_spent_Medium_value_payments",337.152263523537,"Standard"
"CUS_0xff4",37,"Entrepreneur",25546.26,8,14,5,16,13,7.83,5,"Standard",758.44,29.7113755409295,219,"Yes",101.328637363851,300.323231680691,"Low_spent_Small_value_payments",129.933630955458,"Standard"
"CUS_0xff4",37,"Entrepreneur",25546.26,8,14,5,16,10,7.83,5,"Standard",758.44,25.4136167423509,220,"Yes",101.328637363851,91.2165867618934,"Low_spent_Large_value_payments",319.040275874255,"Standard"
"CUS_0xff4",37,"Entrepreneur",25546.26,8,14,5,16,10,7.83,5,"Standard",758.44,35.9462782189006,221,"Yes",101.328637363851,83.7147504914459,"High_spent_Medium_value_payments",306.542112144703,"Standard"
"CUS_0xff4",37,"Entrepreneur",25546.26,8,14,5,16,13,7.83,5,"Standard",758.44,28.2774200145778,222,"Yes",101.328637363851,311.999347466557,"Low_spent_Small_value_payments",118.257515169592,"Standard"
"CUS_0xff4",37,"Entrepreneur",25546.26,8,14,5,16,10,7.83,5,"Standard",758.44,34.5865994895952,221,"Yes",101.328637363851,61.7307484719951,"High_spent_Small_value_payments",338.526114164154,"Standard"
"CUS_0xff4",37,"Entrepreneur",25546.26,8,14,5,16,14,10.83,5,"Standard",758.44,30.0990672419117,224,"Yes",101.328637363851,130.30039377019,"Low_spent_Small_value_payments",299.956468865959,"Standard"
"CUS_0xff4",37,"Entrepreneur",25546.26,8,14,5,15,13,7.83,5,"Standard",758.44,39.3334878982252,225,"Yes",101.328637363851,189.815861333477,"Low_spent_Medium_value_payments",230.441001302672,"Standard"
"CUS_0x33d2",30,"Scientist",31993.78,6,7,2,8,14,6.28,0,"Standard",818.22,25.3695967923919,202,"Yes",45.1412982246358,81.9988350571014,"Low_spent_Medium_value_payments",447.074700051596,"Standard"
"CUS_0x33d2",30,"Scientist",31993.78,6,7,2,12,14,6.28,0,"Standard",818.22,37.9585694100033,203,"Yes",45.1412982246358,122.435426425349,"Low_spent_Small_value_payments",157.869803512345,"Standard"
"CUS_0x33d2",30,"Scientist",31993.78,6,7,2,8,14,10.28,1,"Standard",818.22,27.3801090458005,204,"Yes",45.1412982246358,264.257088503398,"Low_spent_Small_value_payments",274.8164466053,"Standard"
"CUS_0x33d2",30,"Scientist",31993.78,6,7,2,8,14,6.28,1,"Standard",818.22,34.1582621187679,205,"Yes",45.1412982246358,152.452325882316,"Low_spent_Medium_value_payments",376.621209226381,"Standard"
"CUS_0x33d2",30,"Scientist",31993.78,6,7,2,8,14,6.28,1,"Standard",818.22,30.7880388037098,206,"Yes",45.1412982246358,43.4704086668912,"High_spent_Medium_value_payments",455.603126441806,"Standard"
"CUS_0x33d2",31,"Scientist",31993.78,6,7,2,8,14,6.28,1,"Standard",818.22,34.2809687194353,207,"Yes",45.1412982246358,112.723887432096,"High_spent_Small_value_payments",396.349647676601,"Standard"
"CUS_0x33d2",31,"Scientist",31993.78,6,7,2,8,16,6.28,1,"Standard",818.22,29.5034542664478,208,"Yes",45.1412982246358,104.557236190827,"High_spent_Small_value_payments",404.516298917871,"Standard"
"CUS_0x33d2",31,"Scientist",31993.78,6,7,2,8,16,6.28,1,"Standard",818.22,36.0127937724721,209,"Yes",45.1412982246358,97.5882032448109,"Low_spent_Large_value_payments",421.485331863887,"Standard"
"CUS_0x6070",20,"Accountant",92047.08,6,16,0,16,11,9.13,0,"Standard",1296.64,37.1156149430929,350,"Yes",0,154.634123139509,"High_spent_Large_value_payments",854.524876860491,"Standard"
"CUS_0x6070",20,"Accountant",92047.08,6,16,0,16,11,9.13,4,"Standard",1296.64,39.4677583712114,351,"Yes",0,710.495380672987,"Low_spent_Medium_value_payments",328.663619327013,"Standard"
